City,Eq_Latitude,Eq_Longitude,Magnitude,Depth
İzmir,38.1412,27.475,4.4,23.46
Van,38.7567,43.2463,4.1,22.94
Van,38.7432,43.216,4.6,7.02
Sivas,38.6323,37.3995,4.6,14.63
Şanlıurfa,37.4407,38.6665,4.1,23.16
Manisa,39.2112,27.8725,4.2,6.99
Van,38.6273,44.2178,4.1,6.16
Van,38.8345,43.5865,4.2,17.62
Aydın,37.5073,27.1838,4.0,7.06
Aydın,37.4838,27.1508,4.2,13.51
Erzurum,39.9183,41.6932,4.1,19.93
Van,38.7032,43.4975,4.5,21.32
Van,38.7297,43.1112,4.0,15.54
Sivas,40.0428,38.3527,4.2,12.5
Yozgat,39.3767,35.2695,4.2,7.16
Van,38.7777,43.5142,4.0,20.06
Ardahan,40.8343,42.6072,4.0,1.25
Bitlis,38.0172,42.6005,4.2,22.67
Van,38.7325,43.528,4.2,12.82
Van,38.7285,43.6472,4.2,18.64
Van,38.9395,43.6328,4.1,6.59
Van,38.9225,43.6352,4.4,5.7
İzmir,37.9778,27.1563,4.4,21.3
İzmir,37.9908,27.1748,4.1,26.44
Van,38.7238,43.2288,4.4,18.39
Van,38.817,43.6172,4.0,12.97
Antalya,36.98,30.32,4.0,80.0
Van,38.6927,43.3912,4.2,18.19
Van,38.597,43.1958,4.3,22.14
Van,38.9117,43.5733,4.2,10.28
Van,38.861,43.6603,4.0,16.0
Van,38.6995,43.5832,4.4,14.56
Hakkari,37.2637,43.8767,4.6,3.19
Van,38.833,43.61600000000001,4.7,15.36
Van,38.4817,43.2998,4.8,12.22
Van,38.8513,43.785,4.3,4.25
Van,38.7312,43.2808,4.0,20.99
Van,38.47,43.2905,5.4,19.79
Van,38.4687,43.2958,4.2,12.76
Van,38.6333,43.0282,4.5,15.9
Van,38.9143,43.5593,4.4,18.49
Kayseri,39.0248,35.893,4.5,11.12
Van,38.6093,43.207,4.5,22.95
Van,38.6913,43.1395,4.7,1.91
Van,38.6695,43.2057,4.6,22.74
Van,38.8253,43.7835,4.0,6.97
Malatya,38.1195,38.7132,4.1,20.15
Van,38.8022,43.8528,4.9,8.0
Van,38.8677,43.5692,4.5,17.1
Muş,39.1645,41.5725,4.4,19.61
Van,38.7038,43.0833,5.2,23.32
Van,38.811,43.7385,4.2,15.17
Van,38.6247,43.0752,4.7,18.98
Van,38.621,43.0403,4.5,19.21
Van,38.845,43.5038,4.1,5.0
Van,38.8692,43.5782,4.1,14.26
Van,38.425,43.0153,4.0,13.46
Van,38.4673,43.3035,4.2,8.84
Van,38.8103,43.5998,4.3,16.35
Van,38.6323,43.173,4.6,19.15
Van,38.6733,43.5143,4.0,17.74
Van,38.9565,43.4915,4.2,15.09
Van,38.7097,43.4045,4.1,15.26
Van,38.4498,43.2413,4.4,14.86
Van,38.4643,43.2538,4.5,17.74
Van,38.4852,43.2452,4.4,4.5
Van,38.4382,43.2825,5.7,21.47
Van,38.7192,43.0778,5.3,8.36
Van,38.7932,43.4015,4.4,16.24
Van,38.6632,43.168,4.3,18.0
Van,38.7045,43.6332,4.4,17.07
Van,38.9358,43.4832,4.5,14.63
Van,38.6958,43.6142,4.3,21.35
Van,38.6634,43.6323,4.8,4.43
Van,38.5885,43.1767,4.1,19.18
Van,38.8225,43.4752,4.3,20.91
Van,38.9393,43.5548,4.7,11.66
Van,38.6997,43.2175,4.3,21.39
Van,38.8145,43.513000000000005,4.6,22.03
Van,38.7118,43.2357,4.3,19.49
Van,38.743,43.5368,4.0,19.96
Van,38.8143,43.5058,4.2,15.41
Van,38.7687,43.5753,4.0,14.97
Van,38.8507,43.5062,4.3,2.79
Van,38.9508,43.5427,4.1,9.24
Van,38.9457,43.6098,4.0,5.72
Van,38.7597,43.3808,4.4,24.51
Hakkari,37.2522,43.891000000000005,4.1,7.79
Van,38.7185,43.0445,4.1,19.32
Van,38.8433,43.5377,4.6,19.44
Hakkari,37.2538,43.9003,4.8,7.78
Van,38.8847,43.5908,4.8,18.03
Van,38.8462,43.6095,4.5,5.06
Van,38.7247,43.3535,4.0,19.71
Van,38.7458,43.3052,4.2,19.88
Van,38.7298,43.6128,4.6,22.36
Van,38.9245,43.5438,5.1,16.67
Van,38.6228,43.1525,4.6,13.97
Van,38.7482,43.2907,4.1,4.97
Van,38.7423,43.6003,4.0,14.72
Van,38.5875,43.2097,4.3,20.45
Van,38.6497,43.1727,4.1,7.0
Van,38.8975,43.5835,4.5,12.44
Van,38.7587,43.507,4.5,19.22
Van,38.661,43.5613,4.2,20.98
Van,38.8448,43.5828,4.2,9.58
Van,38.556999999999995,43.1673,4.1,11.18
Van,38.8203,43.5767,4.0,7.14
Van,38.726,43.5033,4.0,13.01
Van,38.9198,43.5475,4.1,10.37
Hakkari,37.3807,43.8343,5.1,21.61
Van,38.6923,43.3738,4.2,20.26
Van,38.6237,43.1613,4.3,19.18
Van,38.8741,43.6701,4.2,14.77
Van,38.7788,43.2045,4.1,5.04
Van,38.6633,43.5245,4.0,12.83
Van,38.7183,43.2777,4.1,5.0
Van,38.6593,43.2853,4.5,1.45
Van,38.635999999999996,43.0963,4.2,4.05
Van,38.6657,43.5468,4.3,12.34
Van,38.738,43.5005,4.3,5.0
Van,38.635999999999996,43.5222,4.0,18.29
Van,38.7062,43.1948,4.2,6.98
Van,38.6923,43.2008,4.8,20.62
Van,38.828,43.5063,4.6,14.81
Van,38.8582,43.5855,4.0,8.93
Van,38.7507,43.3343,4.1,11.91
Van,38.6652,43.1985,4.0,18.01
Van,38.6743,43.1127,4.0,2.66
Van,38.907,43.5205,4.0,5.0
Van,38.9007,43.553000000000004,4.1,8.29
Van,38.5842,43.5737,4.1,1.06
Van,38.7417,43.3522,4.1,6.96
Van,38.8548,43.6078,4.1,10.97
Van,38.7098,43.1577,4.0,1.81
Van,38.7895,43.4705,4.3,8.07
Van,38.8688,43.6377,4.3,11.53
Van,38.8268,43.5668,4.5,16.01
Van,38.738,43.3188,4.0,6.98
Van,38.8323,43.5163,4.1,5.0
Van,38.8377,43.5145,4.0,7.52
Van,38.8488,43.5702,4.0,7.78
Van,38.823,43.5857,5.6,17.44
Van,38.7002,43.2498,4.0,6.91
Van,38.7748,43.2748,4.0,3.64
Van,38.6587,43.1535,4.0,17.44
Van,38.7742,43.153999999999996,4.4,12.35
Van,38.6515,43.0678,4.2,7.08
Van,38.6383,43.0782,4.0,4.68
Van,38.7872,43.3903,4.7,26.37
Van,38.7135,43.0977,4.5,19.24
Van,38.6983,43.2198,4.3,18.86
Van,38.9028,43.5538,4.2,2.48
Van,38.693000000000005,43.1475,5.0,18.71
Van,38.6615,43.2453,4.2,5.92
Van,38.7898,43.1812,4.1,6.98
Van,38.9292,43.5507,4.4,13.31
Van,38.7007,43.3385,4.3,2.95
Van,38.7138,43.3705,4.0,3.54
Van,38.6868,43.3143,4.1,6.52
Muğla,36.5233,28.7075,4.2,23.32
Van,38.715,43.5145,4.0,2.16
Muğla,36.534,28.6738,4.0,25.83
Van,38.7,43.46,4.8,5.0
Van,38.6865,43.5322,4.8,18.89
Van,38.8231,43.6036,4.4,11.46
Van,38.7253,43.281000000000006,4.4,3.39
Van,38.6122,43.2525,4.3,15.45
Van,38.6808,43.31,4.5,12.58
Van,38.663000000000004,43.1123,4.2,9.08
Van,38.7428,43.3925,4.1,21.75
Van,38.7072,43.3767,4.0,15.39
Van,38.7417,43.3103,4.1,12.94
Van,38.7718,43.3303,4.1,1.79
Van,38.6447,43.1275,6.0,6.79
Van,38.6213,43.2027,4.2,13.94
Van,38.696999999999996,43.15,4.5,7.55
Van,38.6163,43.2,4.4,6.9
Van,38.7358,43.328,4.5,22.09
Van,38.7248,43.302,4.8,6.08
Van,38.6853,43.5425,4.4,18.57
Van,38.629,43.192,5.1,19.81
Muş,39.0273,42.2482,4.0,11.5
Van,38.6852,43.3668,4.1,3.06
Van,38.6632,43.1128,4.1,20.89
Van,38.7518,43.508,4.8,20.85
Van,38.7173,43.3265,4.6,21.78
Van,38.5905,43.148999999999994,4.7,21.55
Van,38.6302,43.0803,4.0,13.56
Van,38.6752,43.273,4.2,2.03
Van,38.7452,43.3238,4.1,15.01
Van,38.7227,43.3823,4.2,3.3
Van,38.6383,43.3235,4.1,1.14
Van,38.8113,43.4675,4.7,15.41
Van,38.673,43.2019,4.4,11.68
Van,38.7712,43.3055,4.3,1.71
Van,38.678000000000004,43.1455,4.2,10.0
Van,38.7325,43.2332,4.0,6.91
Van,38.7367,43.5087,4.0,20.8
Van,38.7338,43.5558,4.2,15.08
Van,38.6968,43.1576,4.1,6.96
Van,38.67,43.2,4.0,9.0
Van,38.7778,43.3947,5.5,22.61
Bitlis,38.8,43.11,4.2,5.0
Van,38.7627,43.4095,4.2,7.24
Van,38.7702,43.3945,4.8,6.34
Van,38.7335,43.1312,5.3,7.48
Van,38.7825,43.3633,5.8,19.92
Van,38.7657,43.238,4.8,6.3
Van,38.7152,43.3715,4.6,12.02
Van,38.689,43.4657,7.1,19.02
Elazığ,38.4543,39.2525,4.0,15.68
Manisa,39.0052,28.057,4.0,25.38
Bingöl,39.36,40.69,4.0,5.0
Artvin,41.4352,41.3053,4.2,7.19
Niğde,38.0,35.16,4.3,5.0
Erzincan,39.65,38.69,4.4,5.0
Erzincan,39.6588,38.7005,4.0,7.02
Erzincan,39.6585,38.6948,4.3,17.74
Erzincan,39.7,38.71,4.2,2.0
Erzincan,39.6597,38.6777,5.6,7.18
Kahramanmaraş,37.37,36.32,4.0,8.0
Kütahya,39.139,29.0957,4.3,22.54
Tunceli,39.49,39.97,4.3,5.0
Yalova,40.44,28.89,4.0,5.0
Kayseri,39.08,35.91,4.5,5.0
Elazığ,38.57,39.68,4.4,5.0
Konya,38.34,31.87,4.8,5.0
Tekirdağ,40.8195,27.7498,5.1,6.97
Kütahya,39.1048,29.093000000000004,4.1,17.66
Kütahya,39.0638,29.1243,4.0,13.84
Kütahya,39.123000000000005,29.0328,4.3,14.7
Bilecik,40.1382,29.9733,4.7,26.14
Kütahya,39.1037,29.0147,4.1,10.78
Adana,37.36,35.87,4.5,16.0
Kütahya,39.1232,29.0032,4.0,9.28
Kütahya,39.07,29.0,4.0,8.0
Kütahya,39.1217,29.0443,4.4,12.15
Kütahya,39.12,29.02,5.0,9.0
Elazığ,38.5867,39.6008,4.0,19.2
Elazığ,38.5562,39.6307,5.4,13.42
Muğla,36.5967,28.7742,4.0,25.98
Aksaray,38.3815,33.953,4.0,10.51
Manisa,39.0975,28.3405,4.7,34.38
Kütahya,39.143,29.095,4.0,6.98
Kütahya,39.1122,29.1018,4.1,15.63
Kütahya,39.1567,29.0112,4.0,15.29
Şırnak,37.41,42.57,4.6,11.0
Kütahya,39.1425,29.0853,4.5,5.04
Kütahya,39.1123,29.0278,4.0,16.62
Kütahya,39.11,29.13,4.0,8.0
Kütahya,39.1215,29.0408,5.1,23.02
Kütahya,39.1393,29.1235,4.4,19.42
Kütahya,39.1013,29.0217,4.2,16.8
İzmir,39.0988,27.1522,4.0,26.37
Kütahya,39.1037,29.0513,4.0,7.0
Kütahya,39.1228,29.0027,4.0,7.0
Kütahya,39.1202,29.0872,4.2,7.09
Kütahya,39.1443,29.0023,4.0,6.97
Kütahya,39.1147,29.0837,4.3,17.38
Kütahya,39.1413,29.1065,4.1,16.92
Kütahya,39.115,28.9885,4.0,6.95
Kütahya,39.131,29.1235,4.3,20.83
Kütahya,39.1128,29.0317,4.3,6.99
Kütahya,39.113,29.0377,4.8,7.74
Kütahya,39.11,29.0338,4.2,7.06
Kütahya,39.12,29.09,4.0,2.0
Kütahya,39.1,29.13,4.0,5.0
Kütahya,39.1442,29.1078,4.6,7.0
Kütahya,39.1328,29.081999999999997,5.9,24.46
Muğla,37.02,28.17,4.0,5.0
Manisa,39.0602,28.0227,4.1,24.88
Bitlis,38.2,42.64,4.1,8.0
Adana,37.47,35.58,4.0,11.0
Kütahya,38.9837,29.8262,4.0,21.32
Muğla,36.45,28.82,4.0,6.0
Muğla,36.49,28.77,4.0,5.0
Balıkesir,40.05,27.83,4.3,8.0
Kütahya,39.1602,29.0673,4.3,6.97
Burdur,37.31,30.48,4.1,8.0
Van,38.66,44.2,4.6,5.0
Balıkesir,40.43,28.06,4.0,9.0
Bingöl,39.24,40.41,4.2,5.0
Muş,38.93,42.29,4.5,3.0
Muş,38.99,42.32,4.3,5.0
Muş,39.01,42.29,4.5,5.0
Muş,38.99,42.31,4.4,5.0
Muş,39.01,42.32,4.1,5.0
Çorum,40.5883,34.8145,4.4,18.89
Aydın,37.8,27.21,4.2,8.0
Denizli,37.9045,29.0512,4.0,10.09
Aydın,37.83,27.34,4.1,5.0
Elazığ,38.46,39.18,4.2,4.0
Kocaeli,40.71,29.76,4.1,10.0
Tekirdağ,40.58,27.34,4.0,16.0
Erzincan,39.9972,40.0146,4.4,2.2
Muğla,36.5986,28.0533,4.1,66.5
Aydın,37.88,27.34,4.0,7.0
Osmaniye,37.314,36.3921,4.4,14.5
Aydın,37.8558,27.3385,4.1,18.66
Aydın,37.8579,27.3856,5.0,15.0
Tunceli,39.51,40.22,4.1,5.0
Tunceli,39.5192,40.2092,4.1,12.73
Çanakkale,40.425,26.2214,5.3,10.0
Antalya,37.1242,30.7457,4.2,95.6
Ankara,39.3917,33.1148,4.3,7.02
Aydın,37.8858,27.2912,4.1,6.99
İzmir,38.0022,27.951999999999998,4.1,17.11
İstanbul,40.8323,28.176,4.4,3.2
Bitlis,38.2302,42.5155,4.0,5.0
Hakkari,37.35,44.21,4.2,30.0
Malatya,38.1273,38.9343,4.7,13.7
Muğla,37.0191,27.6161,4.2,6.3
Tunceli,39.501,40.1426,4.2,1.8
Antalya,37.1042,31.1398,4.1,107.3
Erzincan,39.7218,38.9226,4.3,15.27
Bolu,40.8477,31.631999999999998,4.0,10.83
Balıkesir,39.6865,27.5781,4.3,13.8
Muğla,36.573,27.9742,4.3,22.3
Adana,37.724000000000004,35.5513,4.2,7.56
Antalya,36.9509,30.3928,4.1,9.9
Erzurum,40.0077,41.8307,4.1,13.67
Muğla,36.8,27.4003,4.3,22.42
Sivas,40.0247,37.469,4.3,19.22
Yalova,40.4264,28.9573,4.2,12.9
Adana,37.747,36.1248,4.2,22.48
Adana,37.7448,36.102,4.2,18.77
Edirne,40.95,26.65,4.0,10.0
Antalya,36.6326,29.8462,4.5,14.5
Muş,39.3347,41.1451,4.0,5.2
Kocaeli,41.2,30.13,4.3,5.0
Elazığ,38.7992,40.0485,4.1,19.31
Şanlıurfa,37.4757,38.8793,4.1,22.41
Elazığ,38.8042,40.1315,4.2,19.94
Bingöl,39.0662,40.8078,4.2,18.15
Çorum,40.5354,35.0245,4.3,15.0
İzmir,38.1832,26.2581,4.0,12.3
İzmir,38.205999999999996,26.2486,4.8,14.8
Elazığ,38.7713,40.0935,5.1,22.57
Erzincan,39.8897,38.6448,4.3,19.54
Tunceli,38.9,39.0,4.1,5.0
Elazığ,38.8157,40.0357,4.2,14.05
Erzincan,39.91,39.14,4.0,6.0
Erzincan,39.89,39.14,4.2,5.0
Elazığ,38.75,40.15,4.1,5.0
Bingöl,38.8517,40.2428,4.0,7.4
Elazığ,38.7182,40.1231,4.1,4.0
Elazığ,38.7357,40.0138,4.1,4.6
Elazığ,38.6966,40.0988,4.9,2.0
Elazığ,38.7375,40.0392,4.4,6.21
Elazığ,38.7452,40.0342,5.1,11.75
Erzincan,39.7957,40.0477,5.0,4.91
Elazığ,38.7326,40.1021,4.9,5.0
Elazığ,38.7708,40.0217,4.1,4.4
Elazığ,38.7518,40.0418,5.6,15.15
Elazığ,38.8151,40.1267,4.1,5.7
Elazığ,38.77,40.07,6.1,5.0
Kütahya,39.14,29.1,4.3,7.0
Kütahya,39.1339,29.0705,4.2,2.8
Ankara,39.963,33.1522,4.0,17.47
Elazığ,38.74,40.02,4.1,6.0
Sivas,39.5572,37.9669,4.1,12.0
Denizli,36.9247,29.3357,4.0,6.92
İzmir,38.8471,26.9071,4.0,13.4
Adana,37.59,35.62,4.2,2.0
Muğla,36.4838,28.618000000000002,4.4,56.3
Denizli,37.4107,29.5697,4.7,19.5
Denizli,37.9332,28.8681,4.9,10.0
Denizli,37.9465,28.8611,4.5,13.8
Kastamonu,41.3058,33.6146,4.4,9.4
Adana,37.0936,36.0807,4.0,5.5
Elazığ,38.3683,39.2918,4.0,5.16
Kütahya,39.09,29.05,4.0,11.0
Konya,37.9406,32.5307,4.9,10.0
Konya,37.9275,32.5427,4.8,10.0
İzmir,38.67,26.35,4.0,18.0
Çanakkale,40.3505,27.4303,4.2,13.2
Bursa,40.37,28.28,4.3,10.0
Erzincan,39.5854,39.7483,5.0,13.7
Adana,37.4913,35.7431,4.1,10.0
Denizli,37.95,29.39,4.0,5.0
Malatya,38.2321,38.7842,4.3,2.8
Van,38.8805,43.8275,4.0,2.0
Hatay,36.1321,36.0173,4.7,16.8
Bitlis,38.57,42.64,4.0,3.0
Balıkesir,39.2827,27.9397,4.0,4.7
Aydın,37.8558,27.54,4.1,15.54
Van,37.87,43.01,4.0,7.0
Tekirdağ,40.7405,27.5233,4.2,28.8
Bayburt,40.3802,40.5438,4.2,2.4
Aydın,37.7035,28.0388,4.5,11.87
Iğdır,39.8255,43.6643,4.0,4.44
Düzce,40.84,31.06,4.0,9.0
Elazığ,38.3483,38.9557,4.0,18.79
Denizli,37.9228,29.1067,4.0,9.4
Muş,39.0444,41.8565,4.3,11.3
Kütahya,39.1235,29.0302,4.0,10.28
Kütahya,39.1488,29.0448,5.2,7.0
Muğla,36.6222,27.6044,4.3,110.2
Erzurum,40.4547,42.3293,4.3,2.0
Aydın,37.828,27.5623,4.1,6.7
Aydın,37.8287,27.5533,4.4,9.3
Tekirdağ,40.8008,27.78,4.0,12.0
Afyonkarahisar,38.83,31.4,4.0,3.0
Osmaniye,37.1329,36.3575,4.1,10.0
Ankara,40.27,32.14,4.0,5.0
Aydın,37.8073,27.583000000000002,4.2,5.9
Denizli,37.0192,29.1508,4.1,22.52
Denizli,37.8621,29.2368,4.5,10.0
Muğla,36.6326,28.2234,4.0,73.2
Kayseri,38.834,35.536,5.1,10.0
Bolu,40.78,31.92,4.1,6.0
Muğla,36.8701,28.1658,4.0,63.6
Antalya,36.9993,30.4049,4.2,96.1
Kütahya,39.1302,29.4344,4.0,10.0
Ankara,39.4774,33.0432,4.3,6.9
Yalova,40.6103,29.0142,4.2,23.68
Malatya,38.2949,38.8501,4.0,2.0
Denizli,36.9738,29.1743,4.1,5.4
Kütahya,38.97,29.927,4.6,6.7
Şanlıurfa,37.474000000000004,38.59,4.4,24.04
Antalya,36.5538,30.2493,4.0,50.73
Ankara,39.466,33.0497,4.3,4.0
Tunceli,39.5563,39.8835,4.0,2.0
Bayburt,40.067,39.972,4.8,10.0
Ankara,39.4,33.07,4.1,2.0
Ankara,39.5187,32.6471,4.0,10.0
Şanlıurfa,37.4605,38.5825,4.8,23.8
Şanlıurfa,37.4655,38.58,4.1,2.2
Şanlıurfa,37.445,38.58,5.0,5.2
Denizli,36.9757,29.2112,4.3,10.0
Denizli,36.9555,29.201,4.0,10.0
Adıyaman,37.6729,37.5022,4.1,1.7
Hakkari,37.68,43.9,4.0,5.0
Hakkari,37.62,43.97,4.0,5.0
Kırıkkale,39.73,33.35,4.2,5.0
Van,38.4925,43.0966,4.3,10.8
İzmir,38.7415,26.5754,4.0,8.6
Çanakkale,40.37,27.44,4.1,12.0
Isparta,37.9799,30.932,4.0,10.0
Manisa,38.9238,27.8482,4.0,10.0
Erzurum,39.28,41.72,4.0,5.0
Denizli,37.0425,29.1598,4.3,4.8
Balıkesir,39.994,27.7128,4.3,7.9
Denizli,37.0196,29.2339,4.5,13.2
Muş,38.9064,41.3055,4.0,10.0
Erzurum,39.8206,41.8294,4.0,1.3
Sivas,39.5228,37.554,4.6,4.65
Hakkari,37.6374,43.8651,4.0,1.3
Muş,38.9455,41.3115,4.0,10.0
Muş,38.9186,41.294,4.1,13.0
Erzincan,39.6327,38.9763,4.3,10.0
Çanakkale,40.16,26.92,4.0,9.0
Çanakkale,40.1522,26.9157,4.0,4.2
Denizli,36.9428,29.2048,4.0,1.2
Denizli,36.9235,29.2671,4.0,9.2
Balıkesir,40.5,27.8,4.0,10.0
Tekirdağ,40.6369,27.3714,4.5,11.2
Denizli,37.804,29.32,5.0,12.3
Çorum,40.61,34.77,4.3,10.0
Çorum,40.3713,34.4832,4.2,7.04
Çorum,40.6335,34.8041,4.2,4.0
Manisa,39.0409,27.859,4.0,2.5
Manisa,39.0476,27.8478,4.2,11.8
Ankara,39.5001,33.0455,4.5,12.5
Yalova,40.638000000000005,28.9981,4.2,12.0
İzmir,38.6158,26.9899,4.0,11.9
Ankara,39.448,33.0653,4.4,16.8
Ankara,40.216,33.225,4.9,17.5
Erzincan,39.54,38.61,4.0,5.0
Çanakkale,39.55,25.98,4.0,7.0
Muğla,36.3909,29.1038,4.1,49.1
Çorum,40.55,34.76,4.3,7.0
Denizli,37.9046,28.8,4.2,8.9
Denizli,36.9286,29.2359,4.3,10.0
Ankara,39.4479,33.0633,4.1,10.0
İzmir,38.59,26.9837,4.5,8.9
Ankara,39.37,33.17,4.0,5.0
Adana,37.5333,35.7701,4.1,4.8
Erzincan,40.0,38.95,4.0,10.0
Muğla,36.9135,29.2433,4.0,12.9
Ankara,39.4255,33.1186,4.2,10.0
Ankara,39.437,33.135,4.7,10.0
Ankara,39.48,33.01,4.2,9.0
Ankara,39.424,33.11,5.6,14.6
Adana,37.5224,35.7601,4.1,10.0
Ankara,39.3352,33.1325,4.6,7.03
Ankara,39.41,33.07,4.1,10.0
Ankara,39.411,33.156,5.7,13.2
Çanakkale,39.4273,26.2937,4.1,24.89
Konya,38.826,33.07,4.9,12.0
Manisa,38.7812,27.741999999999997,4.0,21.43
Denizli,36.964,29.291999999999998,4.3,20.0
Denizli,36.949,29.320999999999998,4.6,27.4
Kütahya,38.96,29.84,4.1,6.0
Burdur,36.909,29.383000000000003,5.1,20.0
Antalya,36.3577,29.5703,4.1,55.6
Muş,39.054,41.978,4.0,4.02
Denizli,36.973,29.267,4.5,10.0
İzmir,38.2512,26.519000000000002,4.2,9.12
Burdur,36.898,29.392,4.4,20.0
Burdur,36.872,29.368000000000002,4.5,20.0
Burdur,36.908,29.342,5.3,20.0
Bingöl,39.08,41.09,4.2,4.0
Bingöl,39.328,40.829,4.3,3.4
Manisa,39.3348,27.7441,4.2,8.2
Erzurum,39.9166,41.8377,4.2,10.0
Hakkari,37.5617,44.5682,4.1,5.0
Muğla,36.632,27.976999999999997,4.4,89.6
Erzurum,39.4508,40.6807,4.1,10.0
Balıkesir,39.7439,27.7464,4.0,3.5
Hakkari,37.6632,43.8061,4.0,2.0
Hakkari,37.288000000000004,44.287,4.5,12.1
Hakkari,37.3231,44.3896,4.1,10.0
Kütahya,39.22,29.42,4.0,5.0
Kahramanmaraş,37.792,36.92,4.3,10.8
Kahramanmaraş,37.809,36.996,4.5,8.5
Ardahan,41.1488,42.9177,4.0,40.0
Bitlis,38.15,42.5425,4.0,10.0
Bingöl,39.248000000000005,41.122,5.3,12.5
Kahramanmaraş,38.1493,37.4507,4.3,1.2
Erzincan,39.538000000000004,38.5208,4.1,7.0
Konya,38.7946,32.5796,4.2,10.0
Van,38.9621,43.8826,4.1,10.0
Karaman,37.321,33.260999999999996,4.4,15.0
Erzurum,39.9386,41.7034,4.2,2.0
Bitlis,38.728,42.278,4.3,30.0
İzmir,38.314,26.6147,4.1,10.1
Diyarbakır,38.3048,39.1888,4.2,7.93
Diyarbakır,38.24,39.327,4.2,10.0
Isparta,37.9723,30.9555,4.1,9.7
Isparta,38.0086,30.9517,4.0,4.7
Isparta,38.0203,30.936,4.2,10.0
Isparta,37.905,30.955,5.1,27.9
Isparta,37.955999999999996,30.933000000000003,4.4,25.0
Muğla,36.4863,28.7519,4.0,13.0
Isparta,37.9864,30.8996,4.0,10.0
Isparta,37.9674,30.9066,4.1,5.5
Isparta,37.94,30.956999999999997,4.9,13.5
Isparta,37.963,30.9167,4.1,10.6
Isparta,37.897,30.971999999999998,4.6,30.0
Van,38.4533,44.2442,4.3,6.08
Bingöl,39.09,40.4,4.0,5.0
Diyarbakır,38.3342,39.3212,4.0,2.0
Hatay,36.309,35.8332,4.1,5.79
Bingöl,39.023,40.446,4.4,1.2
Bingöl,39.364000000000004,40.9498,4.0,5.0
Bingöl,39.022,40.499,4.5,12.0
Malatya,38.06,38.77,4.0,5.0
Muğla,37.0986,28.5497,4.4,4.7
Diyarbakır,38.318000000000005,39.292,4.6,5.0
Elazığ,38.3128,39.2386,4.2,2.0
Diyarbakır,38.228,39.251999999999995,4.7,5.0
Adana,37.4441,35.841,4.0,19.9
Elazığ,38.36,39.3,5.7,6.0
Erzurum,40.4951,42.4223,4.3,2.0
Elazığ,38.7713,40.0859,4.2,2.0
Kırıkkale,39.8043,34.0798,4.5,10.0
Elazığ,38.324,39.238,4.1,10.0
Elazığ,38.4648,39.0815,4.2,5.0
Elazığ,38.3691,39.174,4.1,10.0
Malatya,38.321999999999996,39.101,5.5,9.7
Antalya,36.417,29.963,4.5,54.8
Adıyaman,38.0014,38.7716,4.0,2.6
Artvin,41.1871,42.3194,4.0,10.0
Muğla,36.9418,27.7806,4.2,14.5
Bursa,40.5924,28.3862,4.0,10.0
Elazığ,38.676,40.145,4.9,10.0
Denizli,38.085,28.826999999999998,4.9,25.0
Ağrı,39.566,42.864,5.1,12.0
Isparta,37.885999999999996,30.642,4.4,10.0
Bitlis,38.7686,42.3279,4.0,10.0
Bursa,40.3855,28.3113,4.0,10.0
Antalya,36.905,30.351,4.4,22.0
Ağrı,39.931999999999995,42.72,4.5,10.0
Ankara,40.095,32.747,4.2,4.8
Erzurum,39.444,40.701,4.7,10.9
Erzincan,39.6164,39.7041,4.0,1.7
Yalova,40.4686,29.0075,4.0,9.5
Bursa,40.443000000000005,29.079,5.0,15.5
Ağrı,39.5601,42.7885,4.0,10.0
Balıkesir,40.238,28.031999999999996,4.8,1.7
Erzurum,39.9216,40.8385,4.3,2.7
Düzce,40.8293,31.0709,4.2,6.8
Denizli,37.826,29.23,4.1,15.6
Antalya,36.8038,32.2803,4.2,8.7
Antalya,36.7777,32.3382,4.0,12.8
Sivas,39.7,37.39,4.1,5.0
Muğla,36.391,28.8059,4.2,10.0
Elazığ,38.3915,39.3634,4.0,3.2
Muğla,37.0106,27.9377,4.0,4.4
Bitlis,38.9009,42.449,4.1,10.0
Bingöl,39.4118,40.9007,4.0,10.0
Adıyaman,38.03,38.17,4.1,8.0
İzmir,38.76,26.75,4.2,35.0
İzmir,38.806999999999995,26.7096,4.0,14.5
İzmir,38.7995,26.7611,4.3,6.5
Bingöl,39.319,40.915,5.0,15.0
İzmir,38.1506,26.6811,4.0,9.7
Hakkari,37.675,43.7563,4.2,2.0
Aydın,37.8764,28.7138,4.0,12.4
Denizli,37.889,28.748,4.8,28.9
Bingöl,39.098,40.361,4.4,17.1
Bitlis,38.02,42.657,4.8,5.0
Hakkari,37.6779,44.2704,4.0,2.0
Kahramanmaraş,37.491,36.8336,4.0,12.3
Muğla,36.8804,28.1849,4.0,16.9
Muğla,36.904,28.25,4.2,5.6
Muğla,36.9158,28.2806,4.1,10.0
Mersin,37.2674,34.7482,4.0,5.0
Konya,38.5495,31.8079,4.1,7.0
Ankara,39.39,33.1,4.1,1.0
Erzurum,39.7727,41.7681,4.3,2.9
Muş,39.2605,41.3237,4.0,9.5
Sivas,39.0152,37.1622,4.1,5.0
Sakarya,40.731,30.401999999999997,4.3,13.7
Adana,36.8754,35.9305,4.2,11.0
Antalya,36.6014,30.5828,4.2,1.6
Muğla,36.858000000000004,28.266,4.0,12.4
Erzincan,39.6524,38.7885,4.0,10.0
