City,Eq_Latitude,Eq_Longitude,Magnitude,Depth
Elazığ,38.4679,39.3354,4.2,5.0
Çankırı,40.9909,33.3059,4.2,10.0
Manisa,38.778,27.818,4.3,7.5
Bingöl,39.361999999999995,40.926,5.4,15.9
Malatya,38.211999999999996,38.859,5.1,23.0
Erzurum,39.9572,40.7822,4.2,5.6
İzmir,38.149,26.5905,4.0,1.5
İzmir,38.15,26.59,4.0,12.0
Antalya,37.007,30.372,4.4,2.2
İzmir,38.169000000000004,26.5644,4.0,1.1
Tekirdağ,40.68,27.3,4.1,13.0
İzmir,38.17,26.51,4.1,16.0
İzmir,38.11,26.59,4.1,6.0
İzmir,38.088,26.717,4.4,4.5
İzmir,38.13,26.66,4.1,6.0
İzmir,38.095,26.676,4.1,6.4
İzmir,38.14,26.72,4.0,5.0
Malatya,38.1113,39.041,4.0,2.0
İzmir,38.1717,26.604,4.0,13.9
İzmir,38.1268,26.6001,4.1,10.0
Sivas,40.027,37.6175,4.1,5.0
İzmir,38.1493,26.6941,4.0,1.4
İzmir,38.1697,26.6073,4.0,10.0
İzmir,38.12,26.62,4.0,9.0
İzmir,38.199,26.7474,4.0,6.0
İzmir,38.1454,26.6973,4.0,3.9
İzmir,38.2087,26.669,4.0,9.1
İzmir,38.21,26.62,4.0,18.0
İzmir,38.2076,26.6865,4.4,3.6
İzmir,38.15,26.67,5.8,15.0
Aydın,37.83,27.16,4.2,13.0
İzmir,38.14,26.7,4.0,12.0
İzmir,38.1501,26.6376,4.3,16.7
İzmir,38.15,26.68,4.0,15.0
İzmir,38.16,26.55,4.4,14.0
Elazığ,38.783,39.0053,4.1,10.0
İzmir,38.16,26.58,4.0,11.0
İzmir,38.137,26.7037,4.0,9.0
İzmir,38.17,26.56,4.3,16.0
İzmir,38.1893,26.6513,4.1,5.3
İzmir,38.12,26.56,4.4,11.0
İzmir,38.13,26.73,4.0,10.0
İzmir,38.18,26.58,4.1,18.0
İzmir,38.16,26.69,4.0,14.0
İzmir,38.12,26.75,4.2,15.0
İzmir,38.169000000000004,26.6871,4.3,6.1
İzmir,38.152,26.730999999999998,5.2,17.8
İzmir,38.172,26.728,5.8,7.3
İzmir,38.15,26.6588,4.0,10.0
İzmir,38.1638,26.6529,4.2,8.8
İzmir,38.15,26.63,4.3,17.0
İzmir,38.15,26.64,4.2,13.0
İzmir,38.18,26.57,4.1,20.0
İzmir,38.1336,26.6723,5.5,17.9
Tokat,40.3873,37.4118,4.0,10.0
Çankırı,40.6346,32.9807,4.1,4.8
Tokat,40.6209,36.8839,4.0,10.0
Muğla,36.72,27.36,4.0,5.0
Bingöl,39.2469,41.111000000000004,4.1,10.0
Çankırı,40.584,33.021,4.3,1.5
Ankara,39.3573,33.1217,4.2,2.0
Ankara,39.41,33.04,4.1,10.0
Ankara,39.4356,33.0926,4.0,2.0
Ankara,39.444,33.074,4.3,5.4
Ankara,39.439,33.101,4.4,10.1
Ankara,39.39,33.1,4.0,9.0
Ankara,39.4284,33.1138,4.2,2.0
Ankara,39.442,33.131,4.2,9.9
Ankara,39.4244,33.1251,4.5,2.0
Ankara,39.388000000000005,33.114000000000004,5.2,15.5
Tokat,40.49,37.36,4.1,2.0
Tokat,40.41,37.4,4.1,10.0
Sivas,39.105,36.116,4.1,8.0
Bursa,39.716,29.22,4.2,3.8
Bingöl,39.3445,41.0278,5.6,13.8
Hakkari,37.5423,43.8591,4.4,13.3
Hakkari,37.67,43.93,4.0,27.0
Hakkari,37.56,43.65,4.1,29.0
İzmir,37.9237,27.0745,4.0,1.3
Tokat,40.371,37.415,4.8,16.1
Tokat,40.414,37.363,4.6,11.3
Çorum,40.666,34.852,4.8,25.1
Iğdır,39.7222,44.32899999999999,4.0,10.0
Iğdır,39.8036,44.2496,4.1,2.0
Bingöl,39.3707,40.9114,4.2,5.0
Erzurum,39.4511,40.7096,4.1,6.4
Bingöl,39.346,40.9,4.5,5.7
Bingöl,39.399,40.871,5.6,17.1
Bingöl,39.41,40.74,4.0,6.0
Bingöl,39.38,40.87,4.0,10.0
Bingöl,39.3949,40.8198,4.0,2.0
Bingöl,39.381,40.887,4.5,15.8
Bingöl,39.3872,40.988,5.8,10.0
Bingöl,39.39,40.9,4.1,10.0
Bingöl,39.35,40.86,4.0,13.0
Bingöl,39.356,40.952,5.6,19.6
Van,37.85,43.76,4.2,16.0
Elazığ,38.81,39.0,4.1,4.0
Hakkari,37.689,43.744,4.5,10.0
Van,37.77,43.88,4.1,22.0
Hakkari,37.7063,43.7807,4.4,10.0
Van,37.82,43.9,4.0,4.0
İzmir,38.089,26.839000000000002,4.3,1.6
Denizli,38.217,29.6911,4.0,10.0
Hakkari,37.77,43.97,4.1,4.0
İzmir,38.2566,26.5813,4.0,22.7
Van,37.78,44.23,4.0,9.0
Van,37.78,44.11,4.1,23.0
Hakkari,37.59,44.08,4.1,28.0
Hakkari,37.8,44.09,4.1,11.0
Hakkari,37.7,43.6,4.1,5.0
Hakkari,37.6362,43.7347,4.0,10.0
Hakkari,37.637,43.615,4.3,15.0
Van,37.78,43.9,4.0,3.0
Van,37.8,43.93,4.0,13.0
Van,37.88,44.07,4.2,40.0
Hakkari,37.71,44.29,4.1,13.0
Hakkari,37.66,43.707,5.8,15.3
Van,37.8,44.15,4.0,13.0
Hakkari,37.66,43.751000000000005,4.4,15.0
Adana,36.65,35.23,4.1,24.0
Hakkari,37.632,43.79,4.7,15.0
Muğla,36.91,27.85,4.1,15.9
İzmir,38.6559,27.166,4.0,16.1
Muğla,36.9,27.71,4.1,12.0
Erzurum,39.922,40.763000000000005,4.2,10.0
Muğla,36.9332,28.353,4.2,16.8
Erzurum,39.894,40.8062,4.0,9.0
Manisa,39.1868,27.7347,4.3,8.9
Manisa,39.2015,27.7428,4.0,6.8
Muğla,36.9197,27.7844,4.0,22.6
Muğla,36.912,27.845,5.0,34.0
Muğla,36.8892,27.8829,4.0,24.0
Muğla,36.755,27.864,4.8,61.8
Muğla,36.867,27.888,5.4,32.1
Ankara,40.334,33.005,4.1,4.2
Muğla,37.01,28.303,4.5,13.7
Muğla,37.0349,28.2373,4.2,19.4
Muğla,36.9642,28.2824,4.1,42.0
Muğla,36.95,28.345,5.3,28.3
Sivas,39.77,36.73,4.0,10.0
Çankırı,40.57,32.93,4.0,10.0
Erzurum,39.9298,40.8237,4.0,5.0
Balıkesir,39.2644,27.9677,4.4,11.0
Manisa,39.2144,27.7715,4.5,13.0
Antalya,36.9566,30.322,4.2,8.0
Erzincan,39.6262,38.5357,4.1,5.0
İstanbul,40.7907,28.999000000000002,4.3,13.9
Mersin,36.7745,34.3395,4.1,15.0
Van,38.4734,43.2224,4.2,13.7
Elazığ,38.41,39.23,4.1,7.0
Denizli,37.6969,29.2057,4.3,11.7
Elazığ,38.45,39.14,4.1,2.0
Muğla,36.9147,27.7292,4.0,19.0
Muğla,36.9584,27.8238,4.1,16.7
Mersin,36.796,34.403,4.4,13.9
Elazığ,38.378,39.238,4.4,3.4
Elazığ,38.376999999999995,39.262,4.3,1.9
Elazığ,38.369,39.208,4.3,10.0
Edirne,40.83,26.43,4.1,10.0
Elazığ,38.37,39.22,5.6,10.0
Ağrı,39.68,44.28,4.2,10.0
Ağrı,39.6252,44.2228,4.0,3.2
Muğla,36.927,27.795,4.1,13.5
Muğla,36.900999999999996,27.7528,4.0,18.0
Muğla,36.906,27.813000000000002,4.0,10.0
Muğla,36.885999999999996,27.78,5.3,24.2
Muğla,36.921,27.826,4.2,10.1
Muğla,36.883,27.775,4.3,16.5
Muğla,36.876999999999995,27.802,5.2,12.0
Muğla,36.8217,27.7723,4.2,14.2
Muğla,36.8832,27.7908,4.5,18.6
Muğla,36.8603,27.7535,5.5,10.0
Muğla,36.9009,27.7012,4.0,9.9
Muğla,36.935,27.729,4.0,11.9
Muğla,36.8654,27.6544,4.2,2.0
Muğla,36.888000000000005,27.776999999999997,5.2,22.8
Muğla,36.871,27.791999999999998,4.1,10.3
Muğla,36.861,27.728,4.5,17.0
Ağrı,39.6727,44.0419,4.0,10.0
Ağrı,39.7,44.04,4.3,10.0
Ağrı,39.722,43.906000000000006,4.7,10.0
Muğla,36.515,27.971999999999998,4.2,80.9
Elazığ,38.36,39.21,4.1,3.0
Kırşehir,39.6375,33.9184,4.1,9.2
Kastamonu,41.0378,33.4449,4.0,8.6
Bingöl,39.08,40.43,4.1,1.0
Tekirdağ,40.5382,27.1943,4.1,21.1
Konya,38.49,31.33,4.1,10.0
Muğla,36.8974,27.7394,4.1,18.7
Iğdır,39.7808,43.9648,5.1,21.0
Muğla,37.2267,28.283,4.1,10.0
Elazığ,38.623000000000005,39.736999999999995,4.6,8.8
Osmaniye,37.38,36.19,4.1,18.0
Kahramanmaraş,37.499,36.3005,4.0,12.0
Erzincan,39.93,39.05,4.0,5.0
Yalova,40.727,29.338,4.4,8.8
Burdur,37.5128,29.7105,4.3,15.0
Erzurum,39.867,40.827,4.2,6.8
Balıkesir,40.6599,27.6444,4.3,25.0
Bolu,40.8115,31.6206,4.2,5.0
Erzurum,39.96,40.83,4.1,10.0
Erzurum,39.953,40.935,4.4,3.7
Erzurum,39.9,40.77,4.0,10.0
Erzurum,39.839,40.7284,4.0,8.0
Erzurum,39.91,40.71,4.1,10.0
Erzurum,39.8764,40.8091,4.2,10.0
Erzurum,39.93,40.83,5.6,10.0
Erzurum,39.9,40.76,4.1,10.0
Erzurum,39.88,40.827,4.1,4.2
Erzurum,39.867,40.864000000000004,5.6,20.0
İzmir,38.848,26.775,4.1,25.0
Bingöl,39.02,40.408,4.3,1.6
Adıyaman,37.913000000000004,38.251999999999995,4.7,10.0
Muğla,36.957,28.69,4.1,9.8
Ankara,39.2035,32.5811,4.2,10.0
Ankara,39.19,32.67,4.1,2.0
Tokat,40.65,36.52,4.1,1.0
Konya,38.368,31.665,4.2,5.4
Malatya,38.253,39.035,4.5,5.7
Bursa,39.8762,29.2787,4.1,9.0
Bursa,39.88,29.265,4.6,8.8
İzmir,38.931999999999995,26.728,4.2,23.6
Erzincan,39.4482,38.5496,4.1,10.0
Osmaniye,37.14,36.323,4.0,15.0
Muğla,37.2863,28.0467,4.1,8.9
Muğla,37.2374,28.2015,4.1,6.8
Şırnak,37.5296,42.7961,4.0,10.0
Şırnak,37.6645,42.8942,4.1,5.0
Şırnak,37.473,42.6856,4.0,5.0
Şırnak,37.492,42.644,4.6,35.0
Erzincan,39.953,39.1161,4.0,14.8
Amasya,40.6036,35.8771,4.0,3.1
Sivas,39.548,38.234,4.7,10.0
Kahramanmaraş,37.6653,36.325,4.0,10.0
Aydın,37.678000000000004,27.5428,4.0,10.0
Malatya,38.2072,38.891999999999996,4.1,1.0
Malatya,38.2087,38.8763,4.3,7.0
Malatya,38.2179,38.8772,4.1,6.5
Bingöl,39.0667,40.4651,4.2,6.0
Denizli,38.099000000000004,28.840999999999998,4.6,10.6
Denizli,38.051,28.901999999999997,5.4,22.3
Denizli,38.082,28.895,4.5,5.0
Düzce,40.9866,31.5222,4.3,8.0
Denizli,38.065,28.886,5.3,15.0
Tekirdağ,40.8018,27.434,4.1,14.0
Malatya,38.3222,39.0356,5.5,10.0
Edirne,40.443000000000005,26.039,5.2,15.0
Edirne,40.445,26.074,5.7,15.0
Edirne,40.4185,26.0478,4.0,10.2
Manisa,38.998000000000005,28.029,4.5,15.1
Balıkesir,39.3085,28.2269,4.1,10.0
Şırnak,37.4701,42.61,4.1,10.0
Balıkesir,40.201,28.083000000000002,4.5,8.3
Düzce,40.8731,30.9584,4.2,5.0
Bingöl,39.0589,40.4801,4.0,7.0
Bingöl,39.1117,40.4947,4.0,10.0
Bingöl,39.0233,40.5061,4.1,10.0
Bingöl,38.9464,40.4954,4.0,10.0
Bingöl,39.0465,40.5019,4.4,2.3
Bingöl,38.9912,40.5381,4.0,10.0
Bingöl,38.9436,40.5201,4.3,10.0
Bingöl,39.0749,40.4746,4.0,12.2
Bingöl,39.0262,40.4666,4.0,10.0
Bingöl,39.071999999999996,40.433,4.5,1.7
Bingöl,38.996,40.577,4.4,3.2
Bingöl,38.9616,40.5204,4.0,10.0
Bingöl,39.0352,40.4973,4.0,10.0
İzmir,38.1785,26.9271,4.0,10.3
Bingöl,39.0376,40.4657,4.0,10.0
Bingöl,39.0461,40.4669,4.0,8.0
Antalya,37.132,31.035,4.0,126.3
Antalya,36.897,31.516,5.4,128.7
Bingöl,38.8315,40.5733,4.1,10.0
Kayseri,38.9717,35.7729,4.1,10.0
Bingöl,38.8692,40.5427,4.1,9.1
Bingöl,39.1852,40.3359,4.0,5.4
Bingöl,39.0234,40.4163,4.2,7.6
Bingöl,39.01,40.46,6.3,10.0
Van,38.7239,43.0848,4.0,2.7
İzmir,38.181,26.959,5.2,15.0
Çankırı,40.6484,33.0052,4.1,3.1
İzmir,38.1924,26.8008,4.1,6.1
İzmir,38.1518,26.8414,4.1,34.0
İzmir,38.226,26.918000000000003,5.7,14.1
Adıyaman,37.985,38.1986,4.2,5.0
Sakarya,40.7781,30.6629,4.1,10.6
Erzincan,39.9844,39.0487,4.2,11.4
Bursa,40.005,28.7787,4.2,13.6
Sakarya,40.7742,30.6035,4.0,14.0
Van,38.3355,44.1453,4.3,11.6
Çankırı,40.6054,33.0007,4.0,10.1
Tunceli,39.4424,39.8977,4.0,8.6
Tunceli,39.4365,39.7366,4.1,4.0
Tunceli,39.496,39.841,6.0,15.1
İzmir,38.2837,27.1711,4.0,8.4
Osmaniye,37.474000000000004,36.189,4.9,18.5
İzmir,38.2842,27.1421,4.0,10.0
Muğla,36.8791,27.4968,4.0,15.1
Muğla,36.9116,27.4929,4.0,6.3
Muğla,36.8821,27.4317,4.0,2.3
Adıyaman,38.018,38.385999999999996,4.6,10.0
Muğla,36.7917,27.5715,4.1,22.0
Tunceli,39.367,40.187,4.6,17.6
Bingöl,39.4544,40.5857,4.2,32.9
Bingöl,39.388000000000005,40.366,4.7,18.7
Muğla,36.576,27.971999999999998,4.6,23.6
Sakarya,40.72,30.61,4.1,6.0
İzmir,38.298,27.406999999999996,4.0,11.2
Tunceli,39.459,40.236,4.0,10.0
Gaziantep,37.137,37.306999999999995,4.9,9.0
Erzurum,40.8,42.466,4.6,1.8
Malatya,38.873000000000005,38.15,4.0,1.0
Denizli,37.671,29.291999999999998,4.7,17.3
Karabük,40.96,32.64,4.1,5.0
Malatya,38.176,38.718,4.2,4.8
Balıkesir,39.339,27.809,4.3,1.1
Antalya,37.176,30.928,4.5,115.6
Artvin,41.129,42.358999999999995,4.0,5.0
Erzurum,39.9,42.295,4.0,10.0
Erzincan,39.701,39.516,4.3,7.1
Çankırı,40.54,33.001999999999995,4.0,27.7
Manisa,39.06,28.01,4.2,8.0
İzmir,38.763000000000005,26.5,4.1,15.5
Kahramanmaraş,37.411,36.349000000000004,4.4,10.3
İzmir,38.405,26.506,4.1,16.8
Bursa,40.545,28.304000000000002,4.0,8.0
Antalya,36.49,30.48,4.1,29.0
Mersin,36.85,34.62,4.0,10.0
Burdur,37.74,30.23,4.1,7.0
Çankırı,40.68,32.979,4.0,7.0
Burdur,37.734,30.316,4.4,10.8
Tekirdağ,40.863,27.83,4.0,7.0
Aksaray,38.23,33.99,4.0,10.0
Muğla,36.997,27.82,4.1,25.0
İzmir,38.29,28.052,4.1,31.6
İzmir,38.358000000000004,28.039,4.0,26.8
Tekirdağ,40.802,28.14,4.1,11.5
Tokat,40.164,35.736999999999995,4.0,13.0
Afyonkarahisar,38.573,31.116999999999997,4.8,27.2
Afyonkarahisar,38.711999999999996,30.813000000000002,4.0,10.0
Afyonkarahisar,38.591,31.183000000000003,4.1,13.3
Manisa,38.626,27.881,4.8,26.2
Çankırı,40.684,32.994,4.0,8.3
Şırnak,37.52,42.637,4.5,35.0
Konya,37.580999999999996,31.464000000000002,4.4,10.0
Bitlis,38.646,42.303999999999995,4.1,35.0
Muğla,37.167,27.761999999999997,4.0,5.0
Van,38.592,43.263000000000005,4.4,3.1
Hakkari,37.535,44.161,4.3,15.0
Van,38.564,43.265,4.6,15.0
Erzurum,39.755,41.556999999999995,4.2,10.0
Erzurum,39.656,41.626000000000005,4.0,11.0
Diyarbakır,37.86,39.63,4.0,10.0
Mersin,36.81,34.841,4.6,10.0
Osmaniye,37.177,36.131,5.2,41.8
Adana,36.856,35.215,4.7,4.2
Şırnak,37.61,43.03,4.2,9.0
Muğla,36.733000000000004,28.173000000000002,4.0,87.7
Konya,37.82,33.58,4.1,10.0
Van,38.13,42.71,4.1,29.0
Siirt,37.907,42.74,4.0,7.0
Elazığ,38.586999999999996,39.854,4.2,38.5
Afyonkarahisar,39.004,31.385,4.0,33.9
Düzce,40.936,31.522,4.9,17.1
Erzurum,40.144,42.049,4.3,30.0
Kırıkkale,40.211999999999996,33.773,4.2,15.0
Erzurum,39.818000000000005,41.629,5.4,35.0
İzmir,38.887,26.859,4.0,10.3
Erzurum,39.9,41.693000000000005,4.0,8.3
İzmir,38.665,26.441999999999997,4.1,22.6
İzmir,38.650999999999996,26.528000000000002,4.1,9.1
İzmir,38.68,26.505,4.1,8.9
Osmaniye,37.27,36.3,4.1,6.0
Osmaniye,37.181999999999995,36.213,5.4,13.6
Balıkesir,39.349000000000004,27.855999999999998,4.2,9.9
Balıkesir,39.365,27.834,4.1,8.0
Balıkesir,39.389,27.881999999999998,4.2,8.4
Manisa,39.295,27.861,4.1,5.4
Manisa,39.324,27.891,4.6,7.0
Konya,37.93,34.09,4.1,10.0
Çanakkale,39.46,26.34,4.0,9.0
Erzurum,39.762,41.96,4.8,15.0
Erzurum,39.834,41.68899999999999,4.7,33.3
Manisa,39.32,27.9,4.0,7.0
Burdur,37.349000000000004,30.287,4.0,12.4
Elazığ,38.76,39.98,4.0,8.0
Tokat,40.634,36.661,4.1,6.4
Adana,36.47,35.6,4.0,3.0
Muğla,36.506,28.674,4.0,63.3
Yozgat,40.029,35.756,4.3,6.0
Kahramanmaraş,38.31,37.4,4.1,6.0
Düzce,40.944,31.155,4.0,11.7
Afyonkarahisar,38.718,30.872,4.2,20.2
Çankırı,40.63,33.031,4.5,10.8
Tekirdağ,40.845,27.611,4.1,11.0
Aksaray,38.499,33.836999999999996,4.0,25.0
İzmir,39.067,26.726,4.0,21.1
Diyarbakır,38.26,39.28,4.0,10.0
Van,38.798,43.547,4.0,29.3
Burdur,37.735,30.179000000000002,4.3,14.5
Balıkesir,40.080999999999996,27.77,4.0,7.5
Çanakkale,39.59,26.083000000000002,4.0,8.0
Manisa,39.155,27.93,4.1,7.3
Hatay,36.973,36.064,4.6,42.3
İstanbul,40.9,29.07,4.1,13.0
Bingöl,38.551,40.28,4.5,38.8
Afyonkarahisar,38.6081,31.1972,6.0,5.0
Denizli,37.95,29.008000000000003,4.0,20.6
Denizli,37.973,28.994,4.1,10.5
Van,38.24,42.93,4.0,5.0
Siirt,37.94,42.748999999999995,4.0,12.0
Van,38.589,42.913000000000004,4.4,45.3
Van,38.4509,42.903999999999996,5.5,55.5
Sakarya,40.808,30.776999999999997,4.0,2.8
Muğla,36.936,28.412,4.1,9.5
Çankırı,40.553000000000004,33.049,4.0,12.1
Çankırı,40.56,32.974000000000004,4.1,16.8
Denizli,37.918,28.868000000000002,4.3,1.9
Denizli,37.87,29.029,4.7,19.8
Çankırı,40.504,33.07,4.0,13.7
Ağrı,39.496,43.678999999999995,4.1,15.0
Muğla,36.748000000000005,27.502,4.2,24.4
Balıkesir,39.395,27.666999999999998,4.3,5.0
Çankırı,40.573,32.918,4.0,10.0
Çankırı,40.602,32.974000000000004,4.3,12.1
Sakarya,40.787,30.781,5.3,15.3
Ankara,40.209,32.105,4.3,3.6
Çankırı,40.854,33.55,4.0,10.0
Mardin,37.55,40.95,4.0,8.0
İstanbul,40.863,29.339000000000002,4.5,8.9
Çankırı,40.705,32.954,4.6,3.9
Çankırı,40.677,32.96,4.3,32.6
Çankırı,40.597,32.923,4.3,8.0
Çankırı,40.734,33.005,6.0,7.0
Çorum,40.67,34.88,4.0,9.0
Diyarbakır,38.286,39.437,4.3,5.6
Çorum,41.193000000000005,34.242,4.0,11.0
Hatay,36.992,36.055,4.6,36.5
Malatya,38.154,38.855,4.4,4.6
Malatya,38.211,38.802,4.1,9.9
Denizli,37.903,29.283,4.1,6.1
İzmir,38.029,27.798000000000002,4.1,8.2
Denizli,37.775999999999996,29.291,4.0,10.0
Denizli,37.856,29.355999999999998,5.4,29.2
Sakarya,40.853,30.328000000000003,4.5,2.1
Kahramanmaraş,37.62,37.233000000000004,4.1,26.5
Kahramanmaraş,37.629,37.37,4.4,27.9
Ağrı,39.49,43.0,4.1,10.0
Erzurum,40.417,42.39,4.4,15.0
Erzurum,40.5,42.383,4.4,30.0
Kars,40.369,42.525,4.0,25.7
Kırıkkale,40.044000000000004,33.974000000000004,4.1,22.7
Muğla,37.086,27.537,4.3,14.2
Hakkari,37.336,44.532,4.1,33.0
Hakkari,37.364000000000004,44.523999999999994,4.0,43.3
Çankırı,40.661,32.989000000000004,4.0,15.3
Düzce,41.028,31.735,4.8,10.6
Kocaeli,40.77,29.94,4.1,11.0
Kırıkkale,39.996,34.056,4.6,28.8
Bingöl,39.07,41.02,4.1,10.0
Yalova,40.711999999999996,29.252,4.1,9.7
Düzce,40.759,31.401999999999997,4.6,17.3
Muş,38.72,41.3,4.1,10.0
Düzce,40.846,31.238000000000003,4.1,2.7
Sakarya,40.755,30.69,4.0,20.0
Sivas,39.7,38.0,4.1,10.0
Sivas,39.7,38.1,4.1,10.0
Muğla,36.548,28.033,4.1,89.0
Erzurum,40.4,42.42,4.0,42.0
Düzce,40.817,30.956999999999997,4.2,5.5
Kastamonu,40.93,33.917,4.0,10.0
Şırnak,37.45,42.7,4.0,10.0
Sakarya,40.766,30.718000000000004,4.3,14.2
Kars,40.332,42.242,4.2,10.0
Muğla,37.103,27.563000000000002,4.0,9.5
Kars,40.579,42.538000000000004,4.2,10.0
Erzurum,40.372,42.215,4.5,35.0
Erzurum,40.5477,42.3559,5.7,10.0
Bolu,40.760999999999996,31.544,4.3,10.0
Düzce,40.746,31.174,4.0,10.0
Düzce,40.82,30.910999999999998,4.1,9.5
Düzce,40.817,31.291999999999998,4.2,8.0
Düzce,40.858000000000004,31.462,4.0,6.9
Düzce,40.794000000000004,31.044,4.8,5.6
Sakarya,40.852,30.85,4.2,6.6
Düzce,40.854,30.99,4.3,11.8
Düzce,40.823,31.403000000000002,4.0,7.8
Düzce,40.832,31.509,4.7,9.1
Düzce,40.765,31.353,4.1,10.0
Bolu,40.738,31.62,5.0,10.0
Düzce,40.813,31.069000000000003,4.0,11.3
Düzce,40.894,31.478,4.0,4.1
Düzce,40.835,31.504,4.0,10.0
Düzce,40.830999999999996,31.509,4.3,3.5
Düzce,40.802,31.0,4.1,6.0
Düzce,40.821999999999996,31.386,4.2,7.1
Düzce,40.811,30.947,4.2,8.2
Düzce,40.805,31.048000000000002,4.0,8.0
Düzce,40.829,31.447,4.3,1.2
Bolu,40.718,31.445,4.0,10.0
Düzce,40.85,31.096999999999998,4.2,1.7
Düzce,40.885,31.404,4.0,10.0
Düzce,40.773,31.031,4.9,10.0
Düzce,40.830999999999996,31.406,4.2,10.0
Düzce,40.775999999999996,30.941,4.1,10.0
Düzce,40.849000000000004,31.414,4.3,13.8
Düzce,40.818000000000005,31.343000000000004,4.0,9.5
Düzce,40.838,31.201,4.0,6.7
Düzce,40.828,31.103,4.4,5.4
Düzce,40.65,31.06,4.1,8.0
Düzce,40.972,31.386999999999997,4.0,10.0
Düzce,40.815,31.471,4.1,5.4
Düzce,40.903,31.461,4.0,8.8
Düzce,40.753,31.177,4.5,3.3
Bolu,40.785,31.468000000000004,4.3,5.2
Düzce,40.768,31.175,4.3,10.0
Düzce,40.683,31.338,4.1,18.8
Düzce,40.891999999999996,31.02,4.2,11.1
Bolu,40.541,31.605,4.0,10.0
Düzce,40.797,31.07,4.0,1.3
Düzce,40.779,31.355,4.6,11.1
Düzce,40.89,31.519000000000002,4.0,38.4
Düzce,40.769,31.232,4.2,10.0
Sakarya,40.64,30.694000000000003,4.0,33.0
Bolu,40.859,31.647,4.0,10.0
Bolu,40.615,31.371,4.0,23.8
Düzce,40.878,31.148000000000003,4.0,10.0
Düzce,40.805,31.009,4.5,8.6
Bolu,40.723,31.516,5.0,6.0
Bolu,40.716,31.544,4.4,3.4
Düzce,40.782,31.127,4.6,9.9
Düzce,40.78,31.139,5.2,8.4
Düzce,40.785,31.03,4.7,7.6
Düzce,40.864000000000004,31.018,4.3,10.0
Bolu,40.777,31.628,4.3,10.0
Düzce,40.794000000000004,31.261,4.4,65.6
Düzce,40.806,31.226,7.1,11.0
Kocaeli,40.804,30.208000000000002,4.0,2.5
Kocaeli,40.7425,30.2422,5.6,17.9
Sakarya,40.724000000000004,30.645,4.0,8.2
Sakarya,40.754,30.682,4.2,5.2
Sakarya,40.701,30.728,4.9,16.5
Osmaniye,37.3,36.33,4.1,5.0
Konya,37.968,32.01,4.0,9.0
İzmir,38.874,27.19,4.0,4.4
İstanbul,40.816,28.991999999999997,4.7,10.0
Muğla,36.784,28.127,4.2,6.3
Muğla,36.739000000000004,28.226,5.2,19.0
Kütahya,39.099000000000004,28.995,4.1,3.3
Yalova,40.734,29.354,5.2,7.9
Manisa,39.088,27.905,4.1,10.8
Şanlıurfa,37.496,38.597,4.3,12.0
Balıkesir,40.618,27.616,4.7,18.0
Sakarya,40.691,30.480999999999998,4.2,5.6
Yalova,40.599000000000004,29.225,4.6,9.3
Kocaeli,40.774,30.134,4.4,9.7
Kocaeli,40.7327,30.0169,5.8,17.8
Yalova,40.71,29.14,4.0,11.0
Düzce,40.77,31.11,4.1,10.0
Kocaeli,40.788000000000004,29.746,4.0,17.2
Sakarya,40.641,30.566999999999997,4.0,10.2
Sakarya,40.72,30.29,4.1,10.0
Kocaeli,40.7,29.935,4.0,10.4
Sakarya,40.603,30.604,4.1,14.0
Yalova,40.613,29.076999999999998,4.4,4.5
Kocaeli,40.696999999999996,29.908,4.6,10.0
Kocaeli,40.7064,29.8943,5.1,20.0
Düzce,40.77,31.093000000000004,4.5,10.0
Kocaeli,40.769,30.003,4.8,12.2
Isparta,37.946999999999996,30.874000000000002,4.1,7.0
Isparta,37.944,30.895,4.2,10.0
Kocaeli,40.749,30.023000000000003,4.2,9.0
Ankara,39.468,32.592,4.1,5.5
Ankara,39.41,32.683,4.7,16.9
Aksaray,38.921,33.772,4.0,50.5
Sakarya,40.781,30.561999999999998,4.1,5.3
Sakarya,40.607,30.715999999999998,4.6,25.8
Bingöl,39.265,40.204,4.3,36.3
Yalova,40.609,29.075,4.1,23.9
Sakarya,40.715,30.447,4.0,1.1
Sakarya,40.832,30.783,4.3,7.8
Sakarya,40.653,30.599,4.3,25.8
Kocaeli,40.738,29.802,4.0,12.5
Yalova,40.605,29.193,4.5,8.8
Kocaeli,40.766,29.846,4.3,9.5
Sakarya,40.73,30.55,4.1,5.3
Yalova,40.619,29.098000000000003,4.1,4.0
Yalova,40.571,29.205,5.1,14.0
Yalova,40.611,29.021,4.1,5.1
Yalova,40.6,29.194000000000003,4.5,8.8
Sakarya,40.668,30.715,4.7,10.0
Düzce,40.766999999999996,31.033,4.4,28.0
Sakarya,40.768,30.63,4.2,1.9
Kocaeli,40.797,30.069000000000003,4.0,7.6
Sakarya,40.705,30.72,4.2,7.2
Sakarya,40.77,30.607,4.0,7.1
Kocaeli,40.821,30.006999999999998,4.1,12.9
Sakarya,40.71,30.68,4.1,8.0
Yalova,40.74,29.27,4.1,15.0
Bursa,40.43,28.72,4.1,7.0
Sakarya,40.788000000000004,30.247,4.2,10.0
Kocaeli,40.768,29.79,4.1,11.9
Bursa,40.42,28.7,4.0,8.0
Sakarya,40.633,30.51,4.4,10.0
